GEOID,STATEFP,COUNTYFP,metro_code,Hub_distance,NAME_2,NAMELSAD_2,Metro_Area
06037571504,06,037,31080.0,8338.092231533357,Los Angeles,Los Angeles County,Los Angeles
06037571505,06,037,,9259.31448557417,Los Angeles,Los Angeles County,Los Angeles
06037571600,06,037,31080.0,9530.528597965991,Los Angeles,Los Angeles County,Los Angeles
06037571701,06,037,31080.0,9565.92607122412,Los Angeles,Los Angeles County,Los Angeles
06037571703,06,037,31080.0,9528.775333290565,Los Angeles,Los Angeles County,Los Angeles
06037571704,06,037,31080.0,9561.413178915713,Los Angeles,Los Angeles County,Los Angeles
06037571800,06,037,31080.0,7895.078613559317,Los Angeles,Los Angeles County,Los Angeles
06037571900,06,037,31080.0,7541.147801474749,Los Angeles,Los Angeles County,Los Angeles
06037572001,06,037,31080.0,6554.362944934014,Los Angeles,Los Angeles County,Los Angeles
06037572201,06,037,31080.0,5850.639563763873,Los Angeles,Los Angeles County,Los Angeles
06037572202,06,037,31080.0,5069.5994483700515,Los Angeles,Los Angeles County,Los Angeles
06037572301,06,037,31080.0,7274.465493725566,Los Angeles,Los Angeles County,Los Angeles
06037572500,06,037,31080.0,6796.967358570631,Los Angeles,Los Angeles County,Los Angeles
06037572600,06,037,31080.0,5780.243126560373,Los Angeles,Los Angeles County,Los Angeles
06037572700,06,037,31080.0,5042.660036415349,Los Angeles,Los Angeles County,Los Angeles
06037573002,06,037,31080.0,3431.13047449457,Los Angeles,Los Angeles County,Los Angeles
06037573003,06,037,31080.0,3844.7099700704794,Los Angeles,Los Angeles County,Los Angeles
06037573004,06,037,31080.0,3592.2439304273744,Los Angeles,Los Angeles County,Los Angeles
06037573101,06,037,,4327.5877130724,Los Angeles,Los Angeles County,Los Angeles
06037573102,06,037,,4423.043310753991,Los Angeles,Los Angeles County,Los Angeles
06037573201,06,037,31080.0,4094.339379997072,Los Angeles,Los Angeles County,Los Angeles
06037573202,06,037,31080.0,3305.1384995601743,Los Angeles,Los Angeles County,Los Angeles
06037573300,06,037,31080.0,3272.2783401527963,Los Angeles,Los Angeles County,Los Angeles
06037573401,06,037,31080.0,5485.46164345587,Los Angeles,Los Angeles County,Los Angeles
06037573402,06,037,31080.0,4277.216851202948,Los Angeles,Los Angeles County,Los Angeles
06037573403,06,037,31080.0,4110.069557720821,Los Angeles,Los Angeles County,Los Angeles
06037573601,06,037,31080.0,7710.551200950722,Los Angeles,Los Angeles County,Los Angeles
06037573700,06,037,31080.0,8336.805495956041,Los Angeles,Los Angeles County,Los Angeles
06037573800,06,037,31080.0,8531.910814268753,Los Angeles,Los Angeles County,Los Angeles
06037573902,06,037,31080.0,8502.394810275042,Los Angeles,Los Angeles County,Los Angeles
06037574000,06,037,31080.0,7426.533166828558,Los Angeles,Los Angeles County,Los Angeles
06037574100,06,037,31080.0,6671.17396310895,Los Angeles,Los Angeles County,Los Angeles
06037574201,06,037,31080.0,5265.518390491272,Los Angeles,Los Angeles County,Los Angeles
06037574202,06,037,31080.0,4708.637697988093,Los Angeles,Los Angeles County,Los Angeles
06037574300,06,037,31080.0,5349.272380356921,Los Angeles,Los Angeles County,Los Angeles
06037574400,06,037,31080.0,6330.809088381437,Los Angeles,Los Angeles County,Los Angeles
06037574500,06,037,31080.0,4843.711882840322,Los Angeles,Los Angeles County,Los Angeles
06037574602,06,037,31080.0,3636.7806192518983,Los Angeles,Los Angeles County,Los Angeles
06037574800,06,037,31080.0,3297.9894853142805,Los Angeles,Los Angeles County,Los Angeles
06037574901,06,037,31080.0,4260.9273111432785,Los Angeles,Los Angeles County,Los Angeles
06037574902,06,037,31080.0,3774.073005678936,Los Angeles,Los Angeles County,Los Angeles
06037575001,06,037,31080.0,3910.012406671256,Los Angeles,Los Angeles County,Los Angeles
06037575002,06,037,31080.0,3039.266125361527,Los Angeles,Los Angeles County,Los Angeles
06037575101,06,037,31080.0,2908.2746005096637,Los Angeles,Los Angeles County,Los Angeles
06037575102,06,037,31080.0,2507.624944250746,Los Angeles,Los Angeles County,Los Angeles
06037575103,06,037,31080.0,2851.2693703122964,Los Angeles,Los Angeles County,Los Angeles
06037575201,06,037,31080.0,2510.608661387248,Los Angeles,Los Angeles County,Los Angeles
06037575202,06,037,31080.0,2531.455404872055,Los Angeles,Los Angeles County,Los Angeles
06037575300,06,037,31080.0,2507.7768677536856,Los Angeles,Los Angeles County,Los Angeles
06037575401,06,037,31080.0,3040.7205178586078,Los Angeles,Los Angeles County,Los Angeles
06037575402,06,037,31080.0,2671.9191342132226,Los Angeles,Los Angeles County,Los Angeles
06037575801,06,037,31080.0,2621.425920574723,Los Angeles,Los Angeles County,Los Angeles
06037575802,06,037,31080.0,2264.9012791075693,Los Angeles,Los Angeles County,Los Angeles
06037575803,06,037,31080.0,2060.536160336616,Los Angeles,Los Angeles County,Los Angeles
06037575901,06,037,31080.0,2184.994706937152,Los Angeles,Los Angeles County,Los Angeles
06037575902,06,037,31080.0,1636.300379829653,Los Angeles,Los Angeles County,Los Angeles
06037576001,06,037,31080.0,1170.553293118816,Los Angeles,Los Angeles County,Los Angeles
06037576200,06,037,31080.0,1095.6968670824212,Los Angeles,Los Angeles County,Los Angeles
06037576301,06,037,31080.0,1827.7686441353792,Los Angeles,Los Angeles County,Los Angeles
06037576302,06,037,31080.0,1682.7126747248012,Los Angeles,Los Angeles County,Los Angeles
06037576401,06,037,31080.0,1667.3827965118896,Los Angeles,Los Angeles County,Los Angeles
06037576402,06,037,31080.0,1715.43134867854,Los Angeles,Los Angeles County,Los Angeles
06037576403,06,037,31080.0,1795.436734880981,Los Angeles,Los Angeles County,Los Angeles
06037576501,06,037,31080.0,920.5111514963572,Los Angeles,Los Angeles County,Los Angeles
06037576502,06,037,31080.0,948.5857153654295,Los Angeles,Los Angeles County,Los Angeles
06037576503,06,037,31080.0,1014.2213454195957,Los Angeles,Los Angeles County,Los Angeles
06037576601,06,037,31080.0,231.0342079543998,Los Angeles,Los Angeles County,Los Angeles
06037576602,06,037,31080.0,135.12132029979523,Los Angeles,Los Angeles County,Los Angeles
06037576700,06,037,31080.0,168.04750173668663,Los Angeles,Los Angeles County,Los Angeles
06037576801,06,037,31080.0,1080.2139444510988,Los Angeles,Los Angeles County,Los Angeles
06037576802,06,037,31080.0,1212.8382452165158,Los Angeles,Los Angeles County,Los Angeles
06037576901,06,037,31080.0,1891.031432388924,Los Angeles,Los Angeles County,Los Angeles
06037576903,06,037,31080.0,2210.1542121080765,Los Angeles,Los Angeles County,Los Angeles
06037576904,06,037,31080.0,1807.437522834526,Los Angeles,Los Angeles County,Los Angeles
06037577000,06,037,31080.0,2380.8680917588536,Los Angeles,Los Angeles County,Los Angeles
06037577100,06,037,31080.0,1323.601780623348,Los Angeles,Los Angeles County,Los Angeles
06037577200,06,037,31080.0,275.1391818540261,Los Angeles,Los Angeles County,Los Angeles
06037577300,06,037,31080.0,292.70582377448017,Los Angeles,Los Angeles County,Los Angeles
06037577400,06,037,31080.0,941.3580121131577,Los Angeles,Los Angeles County,Los Angeles
06037577501,06,037,31080.0,763.3113029439808,Los Angeles,Los Angeles County,Los Angeles
06037577504,06,037,31080.0,82.7867142500379,Los Angeles,Los Angeles County,Los Angeles
06037577602,06,037,31080.0,2732.3752141606233,Los Angeles,Los Angeles County,Los Angeles
06037577604,06,037,31080.0,1529.3705005351171,Los Angeles,Los Angeles County,Los Angeles
06037577605,06,037,,1845.2537237874376,Los Angeles,Los Angeles County,Los Angeles
06037577606,06,037,,1710.5065351969297,Los Angeles,Los Angeles County,Los Angeles
06037577700,06,037,,6619.514057027558,Los Angeles,Los Angeles County,Los Angeles
06037577800,06,037,,19766.77745956733,Los Angeles,Los Angeles County,Los Angeles
06037577900,06,037,,6733.423772662729,Los Angeles,Los Angeles County,Los Angeles
06037578000,06,037,,4763.792619846266,Los Angeles,Los Angeles County,Los Angeles
06037578100,06,037,,3679.5651936202385,Los Angeles,Los Angeles County,Los Angeles
06037599000,06,037,,448.843808400826,Los Angeles,Los Angeles County,Los Angeles
06037599100,06,037,31080.0,16220.239802894312,Los Angeles,Los Angeles County,Los Angeles
06037600100,06,037,31080.0,13054.490381062164,Los Angeles,Los Angeles County,Los Angeles
06037600201,06,037,31080.0,12610.06380555328,Los Angeles,Los Angeles County,Los Angeles
06037600202,06,037,31080.0,12215.823080148288,Los Angeles,Los Angeles County,Los Angeles
06037600302,06,037,31080.0,11448.120289700906,Los Angeles,Los Angeles County,Los Angeles
06037600303,06,037,31080.0,11992.835215243244,Los Angeles,Los Angeles County,Los Angeles
06037600304,06,037,31080.0,12354.995513420496,Los Angeles,Los Angeles County,Los Angeles
06037600400,06,037,31080.0,10694.90173536103,Los Angeles,Los Angeles County,Los Angeles
06037600501,06,037,31080.0,9914.7503032058,Los Angeles,Los Angeles County,Los Angeles
06037600601,06,037,31080.0,10230.683380814078,Los Angeles,Los Angeles County,Los Angeles
06037600602,06,037,31080.0,9477.709695590967,Los Angeles,Los Angeles County,Los Angeles
06037600702,06,037,31080.0,9748.16895508407,Los Angeles,Los Angeles County,Los Angeles
06037600703,06,037,31080.0,9749.076134496221,Los Angeles,Los Angeles County,Los Angeles
06037600704,06,037,31080.0,10712.122107511665,Los Angeles,Los Angeles County,Los Angeles
06037600801,06,037,31080.0,11300.393085211823,Los Angeles,Los Angeles County,Los Angeles
06037600802,06,037,31080.0,10112.50426645892,Los Angeles,Los Angeles County,Los Angeles
06037600902,06,037,31080.0,9007.585066804266,Los Angeles,Los Angeles County,Los Angeles
06037600911,06,037,31080.0,9328.648735879202,Los Angeles,Los Angeles County,Los Angeles
06037600912,06,037,31080.0,10135.234195444831,Los Angeles,Los Angeles County,Los Angeles
06037601001,06,037,31080.0,8977.069277359096,Los Angeles,Los Angeles County,Los Angeles
06037601002,06,037,31080.0,8746.745869773962,Los Angeles,Los Angeles County,Los Angeles
06037601100,06,037,31080.0,8355.679687393169,Los Angeles,Los Angeles County,Los Angeles
06037601202,06,037,31080.0,7629.220351502095,Los Angeles,Los Angeles County,Los Angeles
06037601211,06,037,31080.0,8124.386985908159,Los Angeles,Los Angeles County,Los Angeles
06037601212,06,037,31080.0,7909.360396914584,Los Angeles,Los Angeles County,Los Angeles
06037601301,06,037,31080.0,8419.125094918723,Los Angeles,Los Angeles County,Los Angeles
06037601302,06,037,31080.0,7855.797673030512,Los Angeles,Los Angeles County,Los Angeles
06037601303,06,037,31080.0,8315.52601892799,Los Angeles,Los Angeles County,Los Angeles
06037601401,06,037,31080.0,6927.846655026102,Los Angeles,Los Angeles County,Los Angeles
06037601402,06,037,31080.0,6958.143403360118,Los Angeles,Los Angeles County,Los Angeles
06037601501,06,037,31080.0,6835.42440265855,Los Angeles,Los Angeles County,Los Angeles
06037601502,06,037,31080.0,6651.5829789883155,Los Angeles,Los Angeles County,Los Angeles
06037601600,06,037,31080.0,6377.117967159782,Los Angeles,Los Angeles County,Los Angeles
06037601700,06,037,31080.0,7579.721991627536,Los Angeles,Los Angeles County,Los Angeles
06037601801,06,037,31080.0,7915.727595363758,Los Angeles,Los Angeles County,Los Angeles
06037601802,06,037,31080.0,7745.552679035112,Los Angeles,Los Angeles County,Los Angeles
06037601900,06,037,31080.0,8744.572614302615,Los Angeles,Los Angeles County,Los Angeles
06037602002,06,037,31080.0,8055.371621651015,Los Angeles,Los Angeles County,Los Angeles
06037602003,06,037,31080.0,8424.108508582101,Los Angeles,Los Angeles County,Los Angeles
06037602103,06,037,31080.0,6685.927604111115,Los Angeles,Los Angeles County,Los Angeles
06037602104,06,037,31080.0,7379.932400118106,Los Angeles,Los Angeles County,Los Angeles
06037602105,06,037,31080.0,7077.770587065452,Los Angeles,Los Angeles County,Los Angeles
06037602106,06,037,31080.0,6238.601643804323,Los Angeles,Los Angeles County,Los Angeles
06037602201,06,037,,5185.144088716678,Los Angeles,Los Angeles County,Los Angeles
06037602202,06,037,,5978.835556117748,Los Angeles,Los Angeles County,Los Angeles
06037602301,06,037,31080.0,4996.252853890144,Los Angeles,Los Angeles County,Los Angeles
06037602302,06,037,31080.0,4206.383812047134,Los Angeles,Los Angeles County,Los Angeles
06037602402,06,037,31080.0,5854.676217441454,Los Angeles,Los Angeles County,Los Angeles
06037602403,06,037,31080.0,6770.341645697332,Los Angeles,Los Angeles County,Los Angeles
06037602404,06,037,31080.0,6438.448060384118,Los Angeles,Los Angeles County,Los Angeles
06037602504,06,037,31080.0,7340.133860295059,Los Angeles,Los Angeles County,Los Angeles
06037602505,06,037,31080.0,6971.155797808015,Los Angeles,Los Angeles County,Los Angeles
06037602506,06,037,31080.0,7972.858219422891,Los Angeles,Los Angeles County,Los Angeles
06037602507,06,037,31080.0,7821.06983120869,Los Angeles,Los Angeles County,Los Angeles
06037602510,06,037,,7291.782711764216,Los Angeles,Los Angeles County,Los Angeles
06037602511,06,037,,7661.684380205762,Los Angeles,Los Angeles County,Los Angeles
06037602512,06,037,,8151.651549887269,Los Angeles,Los Angeles County,Los Angeles
06037602513,06,037,,8264.785876205508,Los Angeles,Los Angeles County,Los Angeles
06037602601,06,037,,9318.767633797994,Los Angeles,Los Angeles County,Los Angeles
06037602602,06,037,,8643.206848997786,Los Angeles,Los Angeles County,Los Angeles
06037602700,06,037,31080.0,9818.26215873281,Los Angeles,Los Angeles County,Los Angeles
06037602801,06,037,31080.0,11453.60278681016,Los Angeles,Los Angeles County,Los Angeles
06037602802,06,037,31080.0,11118.897810248203,Los Angeles,Los Angeles County,Los Angeles
06037602900,06,037,31080.0,10301.559935929015,Los Angeles,Los Angeles County,Los Angeles
06037603004,06,037,31080.0,10375.867582919855,Los Angeles,Los Angeles County,Los Angeles
06037603005,06,037,31080.0,9834.385746689071,Los Angeles,Los Angeles County,Los Angeles
06037603006,06,037,31080.0,9591.052029826755,Los Angeles,Los Angeles County,Los Angeles
06037603007,06,037,,10786.97137369839,Los Angeles,Los Angeles County,Los Angeles
06037603008,06,037,,10651.608158580608,Los Angeles,Los Angeles County,Los Angeles
06037603101,06,037,31080.0,10270.443785507932,Los Angeles,Los Angeles County,Los Angeles
06037603102,06,037,31080.0,9838.45998046265,Los Angeles,Los Angeles County,Los Angeles
06037603200,06,037,31080.0,9043.571060103885,Los Angeles,Los Angeles County,Los Angeles
06037603301,06,037,31080.0,9232.618669681615,Los Angeles,Los Angeles County,Los Angeles
06037603302,06,037,31080.0,8868.480897156853,Los Angeles,Los Angeles County,Los Angeles
06037603400,06,037,31080.0,8895.349686845768,Los Angeles,Los Angeles County,Los Angeles
06037603500,06,037,31080.0,8455.856635888174,Los Angeles,Los Angeles County,Los Angeles
06037603600,06,037,31080.0,7967.860983431282,Los Angeles,Los Angeles County,Los Angeles
06037603702,06,037,31080.0,6722.163259215006,Los Angeles,Los Angeles County,Los Angeles
06037603703,06,037,31080.0,6845.994938355679,Los Angeles,Los Angeles County,Los Angeles
06037603705,06,037,,7595.144652277291,Los Angeles,Los Angeles County,Los Angeles
06037603706,06,037,,7593.00173286503,Los Angeles,Los Angeles County,Los Angeles
06037603801,06,037,31080.0,6125.680827939489,Los Angeles,Los Angeles County,Los Angeles
06037603802,06,037,31080.0,5805.511145723176,Los Angeles,Los Angeles County,Los Angeles
06037603901,06,037,,5210.621956048212,Los Angeles,Los Angeles County,Los Angeles
06037603902,06,037,,5102.557111158796,Los Angeles,Los Angeles County,Los Angeles
06037604001,06,037,31080.0,4758.469464136538,Los Angeles,Los Angeles County,Los Angeles
06037604002,06,037,31080.0,4490.6462786506045,Los Angeles,Los Angeles County,Los Angeles
06037604101,06,037,,5576.045008267236,Los Angeles,Los Angeles County,Los Angeles
06037604102,06,037,,5291.436609114018,Los Angeles,Los Angeles County,Los Angeles
06037604200,06,037,,9033.408400468,Los Angeles,Los Angeles County,Los Angeles
06037609900,06,037,31080.0,3023.144601640851,Los Angeles,Los Angeles County,Los Angeles
06037620001,06,037,31080.0,2684.999978420751,Los Angeles,Los Angeles County,Los Angeles
06037620002,06,037,31080.0,2306.685288698126,Los Angeles,Los Angeles County,Los Angeles
06037620101,06,037,31080.0,1367.6718067788431,Los Angeles,Los Angeles County,Los Angeles
06037620102,06,037,31080.0,1154.1686745808615,Los Angeles,Los Angeles County,Los Angeles
06037620201,06,037,31080.0,194.65298919467833,Los Angeles,Los Angeles County,Los Angeles
06037620301,06,037,31080.0,1304.4354304644119,Los Angeles,Los Angeles County,Los Angeles
06037620303,06,037,31080.0,1261.6179865652275,Los Angeles,Los Angeles County,Los Angeles
06037620305,06,037,31080.0,348.0959255578512,Los Angeles,Los Angeles County,Los Angeles
06037620400,06,037,31080.0,2610.45737913341,Los Angeles,Los Angeles County,Los Angeles
06037620501,06,037,31080.0,3781.7604403037594,Los Angeles,Los Angeles County,Los Angeles
06037620521,06,037,31080.0,3716.632800390379,Los Angeles,Los Angeles County,Los Angeles
06037620522,06,037,31080.0,2903.23181496508,Los Angeles,Los Angeles County,Los Angeles
06037620601,06,037,31080.0,3842.1457492507134,Los Angeles,Los Angeles County,Los Angeles
06037620602,06,037,31080.0,3329.7480141893634,Los Angeles,Los Angeles County,Los Angeles
06037620701,06,037,31080.0,2118.910687668978,Los Angeles,Los Angeles County,Los Angeles
06037620703,06,037,,1770.7680949219873,Los Angeles,Los Angeles County,Los Angeles
06037620704,06,037,,2321.7801751953616,Los Angeles,Los Angeles County,Los Angeles
06037620801,06,037,,2353.736785691237,Los Angeles,Los Angeles County,Los Angeles
06037620802,06,037,,1620.9518644568834,Los Angeles,Los Angeles County,Los Angeles
06037620901,06,037,31080.0,994.0956548404095,Los Angeles,Los Angeles County,Los Angeles
06037620904,06,037,31080.0,323.4298269146139,Los Angeles,Los Angeles County,Los Angeles
06037621001,06,037,31080.0,999.2231802105276,Los Angeles,Los Angeles County,Los Angeles
06037621005,06,037,,317.2290236844902,Los Angeles,Los Angeles County,Los Angeles
06037621102,06,037,31080.0,1207.1303783268283,Los Angeles,Los Angeles County,Los Angeles
06037621104,06,037,31080.0,464.98688671154355,Los Angeles,Los Angeles County,Los Angeles
06037621201,06,037,31080.0,1418.3609517727796,Los Angeles,Los Angeles County,Los Angeles
06037621204,06,037,31080.0,723.4825696764149,Los Angeles,Los Angeles County,Los Angeles
06037621301,06,037,31080.0,995.4242978063297,Los Angeles,Los Angeles County,Los Angeles
06037621324,06,037,31080.0,254.9928986621119,Los Angeles,Los Angeles County,Los Angeles
06037621326,06,037,31080.0,214.02060923558545,Los Angeles,Los Angeles County,Los Angeles
06037621400,06,037,31080.0,1000.842826422564,Los Angeles,Los Angeles County,Los Angeles
06037650001,06,037,31080.0,7892.183306877045,Los Angeles,Los Angeles County,Los Angeles
06037650003,06,037,31080.0,6065.427323369015,Los Angeles,Los Angeles County,Los Angeles
06037650004,06,037,31080.0,6860.364341536979,Los Angeles,Los Angeles County,Los Angeles
06037650101,06,037,31080.0,7544.847831046064,Los Angeles,Los Angeles County,Los Angeles
06037650102,06,037,31080.0,6407.268297615081,Los Angeles,Los Angeles County,Los Angeles
06037650200,06,037,31080.0,6093.59234942477,Los Angeles,Los Angeles County,Los Angeles
06037650300,06,037,31080.0,4844.258409592793,Los Angeles,Los Angeles County,Los Angeles
06037650401,06,037,31080.0,4764.11249670571,Los Angeles,Los Angeles County,Los Angeles
06037650501,06,037,31080.0,3429.367353579282,Los Angeles,Los Angeles County,Los Angeles
06037650502,06,037,31080.0,2485.795583066424,Los Angeles,Los Angeles County,Los Angeles
06037650603,06,037,31080.0,2064.910442997629,Los Angeles,Los Angeles County,Los Angeles
06037650604,06,037,31080.0,3855.2057713915774,Los Angeles,Los Angeles County,Los Angeles
06037650605,06,037,31080.0,3946.556165781063,Los Angeles,Los Angeles County,Los Angeles
06037650606,06,037,,2842.341060839052,Los Angeles,Los Angeles County,Los Angeles
06037650607,06,037,,3070.1160577288806,Los Angeles,Los Angeles County,Los Angeles
06037650701,06,037,31080.0,3475.958504032764,Los Angeles,Los Angeles County,Los Angeles
06037650702,06,037,31080.0,2127.108813969111,Los Angeles,Los Angeles County,Los Angeles
06037650801,06,037,,5355.012914883105,Los Angeles,Los Angeles County,Los Angeles
06037650802,06,037,,4638.434491135974,Los Angeles,Los Angeles County,Los Angeles
06037650901,06,037,31080.0,6704.21488790537,Los Angeles,Los Angeles County,Los Angeles
06037650903,06,037,,6904.007914616682,Los Angeles,Los Angeles County,Los Angeles
06037650904,06,037,,6245.389524138692,Los Angeles,Los Angeles County,Los Angeles
06037651001,06,037,31080.0,7114.631685421947,Los Angeles,Los Angeles County,Los Angeles
06037651002,06,037,31080.0,6182.42892756074,Los Angeles,Los Angeles County,Los Angeles
06037651101,06,037,31080.0,5055.500679551077,Los Angeles,Los Angeles County,Los Angeles
06037651102,06,037,31080.0,4085.9017333088336,Los Angeles,Los Angeles County,Los Angeles
06037651201,06,037,31080.0,2118.4979653494934,Los Angeles,Los Angeles County,Los Angeles
06037651221,06,037,31080.0,3276.2243471139527,Los Angeles,Los Angeles County,Los Angeles
06037651222,06,037,31080.0,3085.607843041631,Los Angeles,Los Angeles County,Los Angeles
06037651302,06,037,31080.0,1986.7933479833096,Los Angeles,Los Angeles County,Los Angeles
06037651304,06,037,31080.0,755.1066891692982,Los Angeles,Los Angeles County,Los Angeles
06037651401,06,037,31080.0,5980.187724095029,Los Angeles,Los Angeles County,Los Angeles
06037651402,06,037,31080.0,4541.042442197229,Los Angeles,Los Angeles County,Los Angeles
06037670001,06,037,31080.0,7024.327472976847,Los Angeles,Los Angeles County,Los Angeles
06037670002,06,037,31080.0,7510.304195045648,Los Angeles,Los Angeles County,Los Angeles
06037670003,06,037,31080.0,6601.307237933862,Los Angeles,Los Angeles County,Los Angeles
06037670101,06,037,,6688.569044043209,Los Angeles,Los Angeles County,Los Angeles
06037670102,06,037,,6727.117961910589,Los Angeles,Los Angeles County,Los Angeles
06037670201,06,037,31080.0,5001.073037337466,Los Angeles,Los Angeles County,Los Angeles
06037670202,06,037,31080.0,3775.642283327807,Los Angeles,Los Angeles County,Los Angeles
06037670324,06,037,31080.0,1381.0487917372675,Los Angeles,Los Angeles County,Los Angeles
06037670326,06,037,31080.0,741.1380476653458,Los Angeles,Los Angeles County,Los Angeles
06037670328,06,037,31080.0,966.5513664129772,Los Angeles,Los Angeles County,Los Angeles
06037670405,06,037,31080.0,2824.16991808281,Los Angeles,Los Angeles County,Los Angeles
06037670406,06,037,31080.0,2330.453113642319,Los Angeles,Los Angeles County,Los Angeles
06037670407,06,037,31080.0,2724.932607108056,Los Angeles,Los Angeles County,Los Angeles
06037670413,06,037,31080.0,2206.6492155568435,Los Angeles,Los Angeles County,Los Angeles
06037670416,06,037,31080.0,867.5665833710375,Los Angeles,Los Angeles County,Los Angeles
06037670417,06,037,,3846.3774479138706,Los Angeles,Los Angeles County,Los Angeles
06037670418,06,037,,2399.979570807668,Los Angeles,Los Angeles County,Los Angeles
06037670500,06,037,31080.0,2859.834961711245,Los Angeles,Los Angeles County,Los Angeles
06037670603,06,037,,1020.6531168530404,Los Angeles,Los Angeles County,Los Angeles
06037670604,06,037,,459.4391805675938,Los Angeles,Los Angeles County,Los Angeles
06037670701,06,037,31080.0,4718.448680411247,Los Angeles,Los Angeles County,Los Angeles
06037670702,06,037,31080.0,3250.948034919692,Los Angeles,Los Angeles County,Los Angeles
06037700101,06,037,31080.0,16135.807922313576,Los Angeles,Los Angeles County,Los Angeles
06037700102,06,037,31080.0,15810.172302748342,Los Angeles,Los Angeles County,Los Angeles
06037700200,06,037,31080.0,15199.676693836587,Los Angeles,Los Angeles County,Los Angeles
06037700300,06,037,31080.0,14677.108694833436,Los Angeles,Los Angeles County,Los Angeles
06037700400,06,037,31080.0,13281.78397539907,Los Angeles,Los Angeles County,Los Angeles
06037700501,06,037,31080.0,13278.150839574075,Los Angeles,Los Angeles County,Los Angeles
06037700502,06,037,31080.0,13962.330136695884,Los Angeles,Los Angeles County,Los Angeles
06037700600,06,037,31080.0,12646.417725197316,Los Angeles,Los Angeles County,Los Angeles
06037700700,06,037,31080.0,10848.76946664273,Los Angeles,Los Angeles County,Los Angeles
06037700801,06,037,31080.0,11491.877980470732,Los Angeles,Los Angeles County,Los Angeles
06037700802,06,037,31080.0,12335.402652181996,Los Angeles,Los Angeles County,Los Angeles
06037700901,06,037,31080.0,11878.118592820574,Los Angeles,Los Angeles County,Los Angeles
06037700902,06,037,31080.0,11003.405945462604,Los Angeles,Los Angeles County,Los Angeles
06037701000,06,037,31080.0,10158.391886317218,Los Angeles,Los Angeles County,Los Angeles
06037701201,06,037,31080.0,2710.8597714419698,Los Angeles,Los Angeles County,Los Angeles
06037701202,06,037,31080.0,2394.893926452163,Los Angeles,Los Angeles County,Los Angeles
06037701302,06,037,31080.0,1360.2787107757435,Los Angeles,Los Angeles County,Los Angeles
06037701304,06,037,31080.0,1071.3977303725655,Los Angeles,Los Angeles County,Los Angeles
06037701402,06,037,31080.0,511.7671285679887,Los Angeles,Los Angeles County,Los Angeles
06037701501,06,037,31080.0,1905.6238211490304,Los Angeles,Los Angeles County,Los Angeles
06037701502,06,037,31080.0,1913.5050962461323,Los Angeles,Los Angeles County,Los Angeles
06037701601,06,037,31080.0,3475.510081895128,Los Angeles,Los Angeles County,Los Angeles
06037701602,06,037,31080.0,3432.750815255514,Los Angeles,Los Angeles County,Los Angeles
06037701701,06,037,31080.0,3474.7864716373106,Los Angeles,Los Angeles County,Los Angeles
06037701702,06,037,31080.0,1956.3792035456472,Los Angeles,Los Angeles County,Los Angeles
06037701801,06,037,31080.0,3464.573693232541,Los Angeles,Los Angeles County,Los Angeles
06037701802,06,037,31080.0,1929.9088104983,Los Angeles,Los Angeles County,Los Angeles
06037701902,06,037,31080.0,636.0853512610972,Los Angeles,Los Angeles County,Los Angeles
06037702002,06,037,31080.0,612.0404954075917,Los Angeles,Los Angeles County,Los Angeles
06037702102,06,037,31080.0,705.5469124213253,Los Angeles,Los Angeles County,Los Angeles
06037702201,06,037,31080.0,1955.3289740448652,Los Angeles,Los Angeles County,Los Angeles
06037702202,06,037,31080.0,2045.0036682744487,Los Angeles,Los Angeles County,Los Angeles
06037702300,06,037,31080.0,3538.412058884607,Los Angeles,Los Angeles County,Los Angeles
06037702400,06,037,31080.0,9329.615705438166,Los Angeles,Los Angeles County,Los Angeles
06037702501,06,037,31080.0,7730.544703768392,Los Angeles,Los Angeles County,Los Angeles
06037702502,06,037,31080.0,8595.506095873783,Los Angeles,Los Angeles County,Los Angeles
06037702600,06,037,31080.0,6686.581338113474,Los Angeles,Los Angeles County,Los Angeles
06037702700,06,037,31080.0,6731.507777436157,Los Angeles,Los Angeles County,Los Angeles
06037702801,06,037,31080.0,6501.42270442118,Los Angeles,Los Angeles County,Los Angeles
06037702802,06,037,31080.0,5624.879032909302,Los Angeles,Los Angeles County,Los Angeles
06037702803,06,037,31080.0,3753.381872556592,Los Angeles,Los Angeles County,Los Angeles
06037702900,06,037,,1459.7240905311148,Los Angeles,Los Angeles County,Los Angeles
06037703002,06,037,31080.0,8080.503570765718,Los Angeles,Los Angeles County,Los Angeles
06037703003,06,037,,6712.771475408451,Los Angeles,Los Angeles County,Los Angeles
06037703100,06,037,31080.0,9859.48531035112,Los Angeles,Los Angeles County,Los Angeles
06037703200,06,037,31080.0,11344.5555753845,Los Angeles,Los Angeles County,Los Angeles
06037800101,06,037,31080.0,10686.791807173044,Los Angeles,Los Angeles County,Los Angeles
06037800103,06,037,,8826.143377849832,Los Angeles,Los Angeles County,Los Angeles
06037800104,06,037,,6068.594658333051,Los Angeles,Los Angeles County,Los Angeles
06037800202,06,037,31080.0,8557.683726095158,Los Angeles,Los Angeles County,Los Angeles
06037800204,06,037,31080.0,11933.50192678666,Los Angeles,Los Angeles County,Los Angeles
06037800205,06,037,,13794.39608806196,Los Angeles,Los Angeles County,Los Angeles
